Track,Driver,Team,Starting Grid,Year,Target_Tier
17,27,14,12,2025,2
29,5,18,16,2024,2
1,38,0,18,2022,2
4,20,15,11,2022,1
17,0,22,9,2020,2
7,3,12,3,2021,1
29,27,13,6,2024,1
28,37,22,5,2021,2
25,31,15,6,2023,0
28,8,7,4,2024,1
11,25,13,10,2022,2
3,21,17,5,2023,1
1,27,13,8,2023,2
5,36,12,2,2019,1
3,10,14,8,2025,1
4,21,17,2,2021,2
3,38,14,18,2024,2
16,34,28,19,2019,2
1,4,12,3,2019,0
6,1,1,18,2020,2
3,37,21,13,2019,2
19,7,13,13,2025,1
15,39,2,20,2021,1
21,32,6,12,2024,2
18,17,17,6,2025,1
30,20,15,1,2024,0
20,12,14,19,2024,2
4,5,15,13,2021,1
1,19,21,8,2020,1
15,21,17,2,2019,0
16,4,12,6,2023,1
11,24,23,1,2024,0
28,38,17,2,2021,0
30,32,4,14,2022,2
